# # # # # # # # # # # # # # # # # # # # # # # #
грунт
# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer, Axis: XYZ, Size: 4096, Y-axis: g, Sampling rate: 99.418 Hz, FFT Size: 64, Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #

# # # # # # # # # # # # # # # # # # # # # # # #
Source: Inbuilt accelerometer
Axis: XYZ
Size: 4096
Y-axis: g
Sampling rate: 99.418 Hz
FFT Size: 64
Window: Blackman
# # # # # # # # # # # # # # # # # # # # # # # #
X;Y;Z
0.2948150635;0.0344390869;-0.6990661621
-0.0668792725;-0.0792236328;-0.9728393555
-0.2705535889;0.2294769287;-1.4392242432
0.2465057373;0.0722808838;-0.8992156982
0.2612762451;-0.1126098633;-0.4864959717
0.0425567627;0.0270843506;-0.6366119385
0.0316467285;0.1931915283;-1.1627655029
-0.1864318848;0.0109863281;-1.0684204102
0.0027770996;0.0444946289;-1.3191070557
0.2039337158;0.3389892578;-0.9416809082
0.5950927734;0.1704711914;-0.8885498047
0.4555206299;-0.2485656738;-0.8069763184
0.0573577881;-0.0611114502;-1.3678283691
-0.3196563721;0.0954895020;-0.9954376221
0.1464233398;0.3772125244;-0.9817657471
0.3635253906;0.2441711426;-1.0946350098
0.4584655762;0.1287384033;-1.0073242188
0.4032287598;0.1450958252;-1.3453521729
0.3072967529;-0.3925781250;-1.3177947998
-0.2344970703;0.0913085938;-1.3581237793
-0.0139617920;0.1586456299;-1.1464385986
0.4013366699;0.1102752686;-0.8997039795
0.4046936035;0.2096252441;-0.6245727539
0.2950286865;0.2762908936;-0.7318115234
-0.2969360352;-0.0249786377;-1.4240722656
-0.3748016357;0.1545715332;-1.5438079834
-0.4441223145;0.2100524902;-1.3440704346
0.0887603760;0.1628417969;-0.7284393311
0.5461273193;0.2878723145;-0.4676513672
0.5317687988;-0.0117950439;-0.8191375732
0.4596862793;-0.5672302246;-1.7388916016
-0.4378814697;-0.0437164307;-0.9921722412
-0.0888824463;0.1896820068;-0.7013702393
0.3251647949;0.1590270996;-0.7519378662
0.2788238525;0.1087951660;-1.0564727783
0.2238922119;0.0365600586;-1.1523437500
0.3505249023;-0.3291320801;-0.9230041504
0.0233459473;0.2440948486;-0.8975067139
-0.0608215332;0.0184631348;-1.0027313232
0.2048187256;0.1400756836;-0.9642639160
0.3094177246;0.0500335693;-0.8294830322
0.4119415283;-0.0953521729;-0.9188690186
0.3884582520;0.1028442383;-0.8443298340
-0.0091247559;0.0056915283;-1.2148437500
-0.0268096924;0.1161346436;-1.1449890137
0.1677703857;-0.0912017822;-0.9139709473
0.3428802490;0.1683197021;-0.8243408203
0.1832427979;-0.0998840332;-0.8890686035
0.1629180908;-0.1117401123;-1.2106781006
-0.0521545410;0.0977630615;-1.1633605957
0.1063079834;0.0619659424;-1.0827331543
0.3283996582;-0.0277862549;-0.8646850586
0.1952972412;0.1082458496;-0.9983215332
0.1685943604;-0.1863555908;-1.1456909180
-0.0042419434;0.0244750977;-1.1823425293
0.1550903320;0.0298309326;-1.1467742920
0.3107147217;-0.1384429932;-0.9447479248
0.2592620850;0.0625610352;-1.1712799072
0.2159729004;-0.0940093994;-1.0137939453
-0.0180206299;0.0666198730;-0.9808807373
-0.0810241699;-0.1159515381;-0.9530487061
0.2113342285;-0.0922851562;-1.1311340332
0.0635528564;-0.0106201172;-1.0244903564
0.1271209717;-0.0219879150;-0.9242095947
0.0870666504;0.1317443848;-0.9018859863
0.0179595947;0.0315093994;-0.9539947510
0.0847625732;-0.1961212158;-1.0784912109
0.0972442627;-0.0535125732;-1.0226440430
0.1469268799;0.0010833740;-0.9033050537
0.0473937988;0.0206909180;-0.8358001709
0.0643463135;0.0745086670;-0.9872436523
-0.0822753906;-0.1443328857;-1.0015869141
-0.0595703125;0.0109405518;-1.0360107422
0.0554809570;0.0455780029;-0.8877410889
0.0208435059;0.1769409180;-0.8327941895
0.1177673340;0.1747131348;-0.8108825684
0.0047607422;-0.0225219727;-0.9000396729
-0.1863250732;0.1473999023;-1.0042877197
-0.0516357422;0.0647430420;-0.9779510498
0.0283050537;-0.0462646484;-0.9590759277
0.1345062256;0.2327728271;-1.0150146484
0.1320800781;0.0720825195;-0.8778076172
0.1126403809;0.1343994141;-0.9597167969
-0.1647338867;-0.0240478516;-1.0576171875
0.0460815430;0.1518554688;-1.1693572998
0.1165161133;0.1643066406;-0.7461242676
0.1632385254;0.0981445312;-0.8820495605
0.2485046387;0.0419006348;-0.9737243652
0.1561126709;0.2190856934;-1.1106109619
0.1787261963;0.1830291748;-0.9190826416
0.0984802246;-0.0202789307;-0.9893035889
0.1416625977;0.2238311768;-1.1164245605
0.2473144531;0.1093902588;-0.9254608154
0.1737213135;0.3206634521;-0.8183746338
0.1510314941;-0.0161132812;-1.0340423584
0.0209197998;0.0813903809;-1.1009216309
0.1263580322;0.0519714355;-1.0698699951
0.2220764160;0.0426635742;-0.8462371826
0.0565185547;0.2105865479;-1.0446777344
0.0469970703;0.1451873779;-1.0249176025
0.0563201904;-0.1065063477;-1.0129547119
-0.0927429199;0.1062927246;-0.9465484619
-0.0982818604;0.1811370850;-0.9447631836
0.0496063232;0.0222473145;-0.9071807861
0.0960235596;0.0764160156;-0.8351898193
-0.1250152588;0.1985626221;-0.9292144775
-0.0264739990;-0.0518493652;-0.8701477051
-0.0689086914;-0.0370330811;-0.9542999268
-0.1782531738;-0.0017089844;-0.9627380371
-0.0287170410;0.0582427979;-0.9785461426
0.0808258057;0.0864868164;-1.0136108398
0.0981750488;0.0654754639;-0.9362182617
0.2076110840;-0.1774139404;-1.0735473633
-0.0463409424;-0.1172332764;-1.1208343506
-0.0102844238;-0.0973510742;-1.0849914551
0.0152130127;-0.1476898193;-0.9157104492
-0.0465393066;-0.0122070312;-0.9312438965
0.0971221924;-0.1458740234;-1.0115661621
0.0571746826;0.0276031494;-1.0080718994
-0.0174713135;-0.1667938232;-0.9636230469
0.1922760010;-0.0886535645;-1.3074798584
0.1867370605;0.0186157227;-1.1715698242
0.2561645508;-0.1923522949;-1.0870208740
0.1785278320;-0.1289367676;-1.1215515137
0.2758026123;-0.0365753174;-1.0916595459
0.4167327881;-0.1504211426;-1.0449523926
0.1726837158;-0.3381652832;-1.0524444580
0.1108551025;-0.0556030273;-1.2044677734
0.1838531494;-0.0220336914;-1.1369934082
0.1814880371;0.0598297119;-0.9408569336
0.1812133789;-0.0497131348;-1.1788177490
0.2434692383;0.0611572266;-1.0351104736
0.2997894287;-0.0138244629;-1.1170043945
0.3585052490;-0.1517639160;-1.1065521240
0.2565917969;0.0146484375;-1.2514801025
0.2072143555;0.0469818115;-1.1276092529
0.1260833740;-0.0584259033;-1.0879669189
0.0359497070;-0.0922698975;-1.2584075928
0.0728607178;0.0462646484;-1.0021057129
0.2044830322;0.0818634033;-0.9971008301
0.0922698975;0.1466217041;-1.1578826904
0.1716613770;0.0133819580;-1.2531433105
0.1087036133;-0.0889282227;-1.0187530518
-0.0559692383;0.0544891357;-0.9257659912
-0.0508575439;-0.0462951660;-1.1267089844
-0.1002044678;0.0175170898;-1.0418090820
0.0314788818;0.1230010986;-1.0036926270
0.2472686768;0.0598144531;-0.8929138184
0.0578918457;-0.0201568604;-0.9397430420
-0.1113891602;-0.0243530273;-1.1874694824
-0.0563659668;-0.1268310547;-1.2524108887
-0.0027618408;0.1569671631;-1.0155944824
